"ID","pret","cartier","nrC", "suprU", "suprC", "compart", "confort", "etaj", "nrBuc","nrBai","anConstr","strucRez","tipImo","regim","nrParc","nrBalc","extra"   X36D10007,123.000  ,andrei-muresanu,2,72  ,87  ,semidecomandat,1,Parter,1,1,1940,,casa/vila,,,, 
 X82S1001E,110.000  ,andrei-muresanu,2,62  ,74  ,semidecomandat,1,Etaj  2  /  3,1,1,2006,,bloc  de  apartamente,P+3E,,1, 
 X5NQ1002H,112.000  ,andrei-muresanu,2,54  ,80  ,semidecomandat,lux,Parter  /  10,1,1,2017,altele,bloc  de  apartamente,P+10E,1,1, 
 XV0E00INB,125.000  ,andrei-muresanu,2,53  ,,decomandat,lux,Etaj  1  /  4,,1,2018  (finalizata),,bloc  de  apartamente,P+4E,,, 
 XV0E00L49,125.000  ,andrei-muresanu,2,60  ,,semidecomandat,lux,Etaj  1  /  3,,,2008,,bloc  de  apartamente,P+3E,,, 
